0.0,0.0,-84.07010234750011,0.0,0.0,63.05888138783844,0.0
0.005,0.0,-84.06930622317358,0.0,0.0,63.058645472882546,0.0
0.01,0.0,-84.05736507383008,0.0,0.0,63.05510697532769,0.0
0.015,0.0,-84.00563559213381,0.0,0.0,63.03977839796641,0.0
0.02,0.0,-83.86648896913432,0.0,0.0,62.998548784879496,0.0
0.025,0.0,-83.57368467088865,0.0,0.0,62.9118021653136,0.0
0.03,0.0,-83.0433042973226,0.0,0.0,62.75471339929766,0.0
0.035,0.0,-82.1756303427176,0.0,0.0,62.49784303605422,0.0
0.04,0.0,-80.85840425073764,0.0,0.0,62.108167824131,0.0
0.045,0.0,-78.97186647061152,0.0,0.0,61.55067202382671,0.0
0.05,0.0,-76.3958243169105,0.0,0.0,60.79057238384982,0.0
0.055,0.0,-73.01867675785319,0.0,0.0,59.79614545045438,0.0
0.06,0.0,-68.74785021069134,0.0,0.0,58.54197059601888,0.0
0.065,0.0,-63.520533374199296,0.0,0.0,57.012218358349244,0.0
0.07,0.0,-57.313091194073806,0.0,0.0,55.20345077328714,0.0
0.075,0.0,-50.1472968927975,0.0,0.0,53.12632705485173,0.0
0.08,0.0,-42.09174074419122,0.0,0.0,50.80568756506561,0.0
0.085,0.0,-33.25752660008065,0.0,0.0,48.27874379852215,0.0
0.09,0.0,-23.788516686795603,0.0,0.0,45.59148563668364,0.0
0.095,0.0,-13.847597441562273,0.0,0.0,42.79381748784532,0.0
0.1,0.0,-3.6013067589410745,0.0,0.0,39.93421712529595,0.0
0.105,0.0,6.794606646037394,0.0,0.0,37.054779452869894,0.0
0.11,0.0,17.206568058515728,0.0,0.0,34.187351125249116,0.0
0.115,0.0,27.530291208025396,0.0,0.0,31.351154734224817,0.0
0.12,0.0,37.69343359963786,0.0,0.0,28.551959318673976,0.0
0.125,0.0,47.6544359743566,0.0,0.0,25.782580540911873,0.0
0.13,0.0,57.398661609445874,0.0,0.0,23.024342980347686,0.0
0.135,0.0,66.93305895174403,0.0,0.0,20.249108632999448,0.0
0.14,0.0,76.28041503034532,0.0,0.0,17.421534556106923,0.0
0.145,0.0,85.47398034931558,0.0,0.0,14.501322919470706,0.0
0.15,0.0,94.5529396246957,0.0,0.0,11.445330545856951,0.0
0.155,0.0,103.55894334991731,0.0,0.0,8.209489610631142,0.0
0.16,0.0,112.53372675555434,0.0,0.0,4.750548297126617,0.0
0.165,0.0,121.51771998143823,0.0,0.0,1.0276717101194812,0.0
0.17,0.0,130.54947557855434,0.0,0.0,-2.996043454404532,0.0
0.17500000000000002,0.0,139.66568038843232,0.0,0.0,-7.352082387301291,0.0
0.18,0.0,148.90145019243897,0.0,0.0,-12.064988791296784,0.0
0.185,0.0,158.29049638706246,0.0,0.0,-17.150717974750926,0.0
0.19,0.0,167.8645658067635,0.0,0.0,-22.614727659833882,0.0
0.195,0.0,177.65123272654128,0.0,0.0,-28.44956379767235,0.0
0.2,0.0,187.66858161028478,0.0,0.0,-34.63151173850694,0.0
0.20500000000000002,0.0,197.9144296405185,0.0,0.0,-41.1155678682525,0.0
0.21,0.0,208.34630730347277,0.0,0.0,-47.827480648413186,0.0
0.215,0.0,218.8461982561636,0.0,0.0,-54.650839327035,0.0
0.22,0.0,229.1608414267767,0.0,0.0,-61.40611013385797,0.0
0.225,0.0,238.804465352933,0.0,0.0,-67.81726395291315,0.0
0.23,0.0,246.90798932419867,0.0,0.0,-73.46091442182626,0.0
0.23500000000000001,0.0,252.00319722949948,0.0,0.0,-77.69493826548549,0.0
0.24,0.0,251.75810499983953,0.0,0.0,-79.57395928622282,0.0
0.245,0.0,242.76178429770357,0.0,0.0,-77.78842523735574,0.0
