time,body_1_moment_x,body_1_moment_y,body_1_moment_z,body_2_moment,body_3_moment,body_4_moment_x,body_4_moment_y,body_4_moment_z
28.0,0.0318376252757034,0.1036397727176867,-0.0009294193222906,0.2992598356490699,0.817508647161696,1.2792254565686727,1.0881940773713057,1.1858739973741974
29.0,0.0329647604916704,0.107304443985223,-0.000962201736024,0.3098528519572914,0.846404749788949,1.3244139257910386,1.1266824073581827,1.2278166232032877
30.0,0.0340909444589482,0.1109653882540707,-0.0009949391546741,0.320436705675549,0.8752699240493125,1.3695500625977937,1.1651330397762865,1.2697180901995766
31.0,0.0352161597106663,0.1146224961512599,-0.001027629809092,0.3310112114829005,0.9041032605029108,1.4146321764459169,1.2035449259122155,1.311577249963687
32.0,0.0363403840199961,0.118275659700972,-0.0010602719020136,0.3415761508769786,0.9329037404529528,1.459658389252169,1.2419170331050458,1.353392971806399
33.0,0.0374635987493448,0.1219247721392368,-0.0010928636301124,0.3521313326392423,0.9616704099832124,1.5046269197351416,1.280248345365813,1.3951641428420376
34.0,0.0385857860614035,0.1255697279715861,-0.0011254031768782,0.3626765726338703,0.9904023219524476,1.5495359887225513,1.3185378630951048,1.4368896678760568
35.0,0.0397069289144119,0.1292104229696241,-0.0011578887127955,0.3732116937708325,1.0190985359977067,1.5943838192167212,1.356784603021721,1.4785684693392964
36.0,0.0408270110572155,0.1328467541673026,-0.0011903183955248,0.3837365259673711,1.0477581185364584,1.639168636459881,1.3949875981374555,1.5201994872180664
37.0,0.0419460170241169,0.136478619856898,-0.0012226903700879,0.3942509061079058,1.076380142767582,1.6838886679993257,1.433145897627967,1.561781678979999
38.0,0.0430639321295221,0.1401059195846949,-0.0012550027690561,0.4047546780023701,1.1049636886712138,1.7285421437524215,1.4712585667998146,1.6033140194957718
39.0,0.0441807424623801,0.143728554146371,-0.0012872537127422,0.415247692342986,1.133507843007473,1.7731272960714732,1.5093246870035797,1.6447955009566064
40.0,0.0452964348804193,0.1473464255820882,-0.0013194413093948,0.4257298066594946,1.1620116993140708,1.817642359808428,1.5473433555531442,1.6862251327876157
41.0,0.0464110008452462,0.1509594370860303,-0.0013515636654085,0.4362009130889883,1.1904744378911185,1.862085703029431,1.5853136859276258,1.727601941602381
42.0,0.0475244248935389,0.1545674932563679,-0.0013836188554676,0.4466608548834587,1.2188950858327972,1.9064554351264424,1.6232348068180396,1.768924970966254
43.0,0.0486366961527014,0.1581704998342857,-0.0014156049528286,0.45710950980093,1.2472727569826958,1.950749798834159,1.6611058629047823,1.810193281444033
44.0,0.0497478044938071,0.1617683637828645,-0.0014475200194954,0.4675467622424206,1.2756065719412906,1.9949670396440584,1.6989260144700646,1.851405950446179
45.0,0.0508577405248157,0.1653609932807003,-0.0014793621064307,0.4779725031995356,1.3038956580581305,2.0391054058683946,1.736694437297965,1.892562072121435
46.0,0.0519664955835879,0.1689482977152294,-0.0015111292537694,0.4883866302005623,1.3321391494229724,2.083163148704066,1.7744103225706458,1.9336607572453
47.0,0.0530740617306978,0.1725301876757639,-0.0015428194910356,0.4987890472550634,1.3603361868558463,2.127138522296303,1.8120728767607843,1.9747011331044235
48.0,0.0541804317420463,0.1761065749462345,-0.0015744308373619,0.5091796647970076,1.3884859178961229,2.17102978380226,1.849681321520207,2.015682343376908
49.0,0.0552855991012729,0.1796773724976435,-0.0016059613017127,0.5195583996264176,1.4165874967905216,2.214835193454419,1.887234893564737,2.056603548008528
50.0,0.0563895579919736,0.1832424944802319,-0.001637408883109,0.5299251748495994,1.4446400844801772,2.2585530146239123,1.924732844555324,2.0974639230849323
51.0,0.0574923082419772,0.1868018561028164,-0.0016687715836801,0.5402799556767124,1.4726429516521868,2.3021816822127983,1.9621744413008635,2.138262660712466
52.0,0.0585938404595262,0.190355373961386,-0.0017000473703809,0.5506226417903419,1.500595169530666,2.345719297724577,1.9995589646448868,2.178998968833282
53.0,0.0596941508793507,0.1939029656939762,-0.0017312342137802,0.5609531748420884,1.5284959190496945,2.3891641343198105,2.0368857103322378,2.219672071144697
54.0,0.0607932364030147,0.1974445500836529,-0.0017623300754337,0.5712715025362103,1.556344387775728,2.4325144685491016,2.074153988539993,2.2602812069324028
55.0,0.0618910945901526,0.2009800470492496,-0.0017933329081232,0.5815775785627226,1.5841397698897397,2.4757685804156657,2.11136312374,2.30082563092263
56.0,0.0629877236495123,0.2045093776358266,-0.0018242406560987,0.5918713625290988,1.611881266168402,2.5189247534377643,2.1485124545578045,2.3413046131304163
57.0,0.064083122429808,0.2080324640048486,-0.0018550512553225,0.6021528198906049,1.6395680839643492,2.561981274711011,2.1856013336279543,2.3817174387039626
58.0,0.0651772904103806,0.2115492294240836,-0.0018857626337165,0.6124219218792578,1.6671994371854906,2.604936434970498,2.2226291274456447,2.42206340776506
59.0,0.0662702276916733,0.2150595982572297,-0.0019163727114114,0.6226786454314578,1.6947745462734405,2.6477885286528107,2.2595952162148683,2.4623418352457365
60.0,0.0673619349855206,0.2185634959532635,-0.0019468794009989,0.6329229731142978,1.7222926381810573,2.690535853957878,2.296498993692949,2.5025520507210026
61.0,0.0684524197165576,0.2220608488918906,-0.0019772806234574,0.6431549372939868,1.74975307342273,2.7331769204246874,2.333339867353454,2.542693398170254
62.0,0.0695416776802195,0.2255515848021738,-0.0020075742613151,0.6533744873426727,1.7771549648339393,2.775709826442297,2.370117257239786,2.5827652359861464
63.0,0.0706297113623197,0.2290356323222669,-0.0020377582060752,0.6635816222636006,1.804497558753912,2.8181328818632205,2.4068305968005435,2.622766936630465
64.0,0.0717165238193535,0.2325129211302966,-0.0020678303427326,0.6737763463826609,1.831780107934052,2.860444400548733,2.4434793323808486,2.662697886501304
65.0,0.0728021186678772,0.2359833819323743,-0.0020977885500373,0.6839586692682482,1.859001871511148,2.902642700429968,2.480062923049578,2.702557485747154
66.0,0.0738865000737031,0.2394469464503421,-0.0021276307007605,0.6941286056498186,1.8861621149796688,2.944726103568813,2.516580840423176,2.7423451480773093
67.0,0.074969672740922,0.2429035474092608,-0.0021573546619618,0.7042861753352319,1.9132601101632625,2.9866929362186454,2.553032568486119,2.782060300568661
68.0,0.07605164190075,0.2463531185246413,-0.0021869582952587,0.7144314031268654,1.9402951351854247,3.028541528884915,2.589417603408092,2.821702383468941
69.0,0.0771324133002043,0.2497955944894217,-0.0022164394570993,0.7245643187365232,1.9672664744393515,3.0702702163855258,2.6257354533578567,2.861270849996396
70.0,0.0782119931906152,0.2532309109606919,-0.0022457959990344,0.7346849566992133,1.9941734185570743,3.111877337911107,2.6619856383138734,2.900765166135969
71.0,0.0792903956270423,0.2566590043665104,-0.0022750257864933,0.7447934092019138,2.0210154162112315,3.1533614849903,2.6981676901251537,2.9401848102138097
72.0,0.0803676205264152,0.2600798124294108,-0.0023041266434388,0.7548896672679071,2.047791618589592,3.194720757820048,2.7342811515258725,2.9795292733106424
73.0,0.0814436755822626,0.263493273616749,-0.0023330964083851,0.7649737793716942,2.07450133484214,3.235953509058815,2.7703255767541743,3.0187980584528464
74.0,0.0825185689447667,0.2668993273044694,-0.0023619329160637,0.7750457984541166,2.101143880225756,3.2770580959762867,2.8063005310686657,3.0579906805839614
75.0,0.0835923092084537,0.2702979137626135,-0.0023906339977054,0.7851057818303977,2.12771857606945,3.3180328805126416,2.842205590543369,3.097106666343948
76.0,0.0846649053997222,0.2736889741405929,-0.0024191974813252,0.7951537910970592,2.15422474973884,3.358876229337634,2.878040341859663,3.1361455538452017
77.0,0.0857363669642168,0.2770724504522334,-0.0024476211920081,0.8051898920377614,2.180661734599872,3.399586513909439,2.913804382095245,3.175106892445342
78.0,0.0868067037540488,0.2804482855605874,-0.0024759029521965,0.8152141545280811,2.20702886998184,3.440162110533312,2.9494973185101583,3.2139902425168376
79.0,0.0878759260148672,0.2838164231625257,-0.0025040405819795,0.8252266524392557,2.233325501139681,3.480601400420015,2.985118768329952,3.252795175213534
80.0,0.0889440443727904,0.2871768077731033,-0.0025320318993826,0.835227463540966,2.259550979215648,3.520902769744036,3.020668358525951,3.2915212722340565
81.0,0.0900110783655742,0.2905293844877218,-0.0025598747418984,0.845216731225542,2.2857048383594165,3.561064898892985,3.0561457256867737,3.3301681251161908
82.0,0.0910770308008629,0.2938740996294766,-0.0025875669028769,0.855194478973432,2.3117862642213884,3.601085894929398,3.0915505154669223,3.3687353363464614
83.0,0.0921419133661304,0.2972109000719424,-0.0026151061959001,0.8651607956548437,2.337794625361623,3.6409641592527846,3.126882382727468,3.40722251780678
84.0,0.0932057380755535,0.3005397334422057,-0.0026424904336624,0.8751157736391588,2.36372929606652,3.680698098456204,3.162140991168932,3.4456292909478146
85.0,0.0942685172562366,0.3038605481041768,-0.0026697174282673,0.8850595086928194,2.3895896563070287,3.720286124383207,3.19732601309803,3.4839552865377708
86.0,0.0953302635343029,0.3071732931417054,-0.0026967849915257,0.8949920998762719,2.41537509169622,3.759726654184587,3.2324371291919194,3.522200144408458
87.0,0.0963909898208515,0.3104779183414989,-0.0027236909352547,0.9049136494399884,2.4410849934461534,3.7990181103747935,3.267474028259904,3.560363513198608
88.0,0.0974507092977892,0.3137743741758473,-0.002750433071578,0.9148242627196062,2.466718758324117,3.838158920888066,3.3024364070026766,3.5984450500945293
89.0,0.0985094354035398,0.3170626117851629,-0.0027770092132268,0.9247240480302236,2.492275788608271,3.87714751913433,3.337323969769189,3.6364444205681887
90.0,0.0995671818186431,0.3203425829603344,-0.0028034171738415,0.9346131165599372,2.5177554920427365,3.915982344054764,3.372136428311139,3.6743612981126974
91.0,0.100623972255281,0.3236142398527247,-0.0028296547920916,0.9444916531696872,2.5431574846518723,3.9546621712289016,3.406873501349072,3.712195363133693
92.0,0.1016798110372335,0.3268775357690513,-0.0028557198602593,0.9543597036088984,2.5684809821281167,3.993185119740566,3.44153491481745,3.7499463051390265
93.0,0.1027347124835402,0.3301324243438789,-0.0028816101965194,0.9642173870355976,2.593725408328481,4.031549645438116,3.476120401178437,3.787613820071584
94.0,0.1037886910965134,0.3333788597899096,-0.002907323621173,0.9740648250461869,2.618890192389229,4.069754209919539,3.510629699292524,3.8251976108130967
95.0,0.1048417615467735,0.3366167968794815,-0.0029328579569521,0.9839021415650124,2.643974768677929,4.107797280586405,3.5450625541620866,3.862697386907792
96.0,0.1058939386581701,0.3398461909259088,-0.0029582110293266,0.9937294627331232,2.668978576744852,4.145677330697454,3.579418716672961,3.9001128642838494
97.0,0.1069452373926062,0.3430669977646693,-0.0029833806668109,1.0035469167963256,2.693901061273788,4.183392839421813,3.613697943334051,3.937443764972728
98.0,0.1079956728347615,0.3462791737344424,-0.003008364701271,1.0133546339925317,2.718741672032267,4.220942291891815,3.647899996015038,3.974689816826426
99.0,0.1090452601767272,0.3494826756580033,-0.0030331609682325,1.023152746438456,2.743499863821277,4.2583241792555055,3.682024641682272,4.011850753232771
100.0,0.1100940147025655,0.3526774608229797,-0.0030577673071879,1.032941388015799,2.768175096424537,4.295536998728723,3.716071652132894,4.048926312828745
101.0,0.1111419628556362,0.3558634866305373,-0.0030821815880636,1.0427207743715623,2.7927670632973665,4.332579626804795,3.7500408031078623,4.085916237833402
102.0,0.1121891089835115,0.3590407115666678,-0.0031064016326835,1.0524909625195096,2.817275005309674,4.369450199780902,3.78393187579389,4.122820277802602
103.0,0.1132354685522869,0.3622090941966341,-0.0031304252942765,1.0622520909441564,2.8416983968712954,4.406147233363225,3.817744654865793,4.15963818537983
104.0,0.1142810570573123,0.3653685934722653,-0.0031542504312744,1.0720042994326138,2.866036717165108,4.44266924952903,3.851478928749084,4.196369717292959
105.0,0.1153258900073428,0.3685191687120902,-0.0031778749076204,1.0817477289577395,2.8902894500935297,4.4790147765765935,3.8851344893461928,4.233014634058962
106.0,0.1163699829086114,0.3716607795813567,-0.0032012965930785,1.091482521560681,2.914456084224428,4.515182349174697,3.918711131761264,4.269572699687019
107.0,0.1174133512488321,0.3747933860719478,-0.0032245133635423,1.1012088202328856,2.938536112736464,4.551170508411576,3.952208654023648,4.306043681380214
108.0,0.1184560104811398,0.377916948482196,-0.0032475231013438,1.1109267687976172,2.9625290333639342,4.586977801843438,3.985626856810109,4.342427349235805
109.0,0.1194979760079739,0.381031427396606,-0.003270323695563,1.120636511791024,2.986434348341125,4.622602783542474,4.018965543165893,4.378723475944205
110.0,0.1205392631649272,0.3841367836654911,-0.0032929130423345,1.1303381943429305,3.010251564346339,4.6580440141443775,4.052224518224661,4.414931836486762
111.0,0.121579899578027,0.387232977981453,-0.0033152890733379,1.1400320514459052,3.0339804470449905,4.693300476067461,4.0854035876870896,4.451052205719929
112.0,0.1226198880388547,0.3903199720614338,-0.0033374496710715,1.149718139748071,3.057620257249128,4.72837032796708,4.118502561144066,4.487084364287475
113.0,0.1236592435845378,0.3933977274300029,-0.0033593927546666,1.1593966054368512,3.081170514612848,4.763252150422613,4.151521248300789,4.523028092215447
114.0,0.124697981120109,0.3964662057952782,-0.0033811162515432,1.1690675948111258,3.104630743003694,4.797944530760598,4.184459459820709,4.558883170600738
115.0,0.1257361154021223,0.3995253690281951,-0.003402618097716,1.1787312541600024,3.128000470444125,4.832446063099472,4.217317007040871,4.594649381303716
116.0,0.1267736610222184,0.4025751791417193,-0.003423896238101,1.1883877296411267,3.151279229052365,4.866755348393703,4.250093701686638,4.630326506640103
117.0,0.1278106323906612,0.4056155982700073,-0.003444948626821,1.1980371671586934,3.1744665549827853,4.900870994477352,4.282789355585706,4.665914329072075
118.0,0.1288470437198447,0.4086465886475232,-0.0034657732275112,1.207679712241142,3.1975619883657624,4.934791616106943,4.315403780381643,4.701412630898783
119.0,0.12988290900778,0.411668112588113,-0.0034863680136234,1.2173155099186117,3.220565073247102,4.968515835003761,4.347936787246877,4.73682119394624
120.0,0.1309182420215927,0.414680132464057,-0.0035067309687285,1.2269447046004014,3.2434753575272395,5.002042279895522,4.380388186595403,4.772139799256879
121.0,0.1319530699492739,0.4176826101976833,-0.003526860116621,1.236567538621809,3.266292673128967,5.035370043299944,4.412757785710974,4.807368223698915
122.0,0.1329873923932187,0.4206755086940602,-0.0035467534315827,1.2461840562113302,3.289016295260345,5.068497311226838,4.4450453945624,4.842506248738686
123.0,0.1340212223280691,0.4236587903746063,-0.0035664089293364,1.2557943991730498,3.3116457829970725,5.101422733633985,4.477250819557688,4.877553651197341
124.0,0.1350545724312544,0.4266324176351191,-0.0035858246369333,1.2653987081963007,3.334180699019483,5.134144967644319,4.509373865194317,4.912510205866937
125.0,0.1360874550664403,0.4295963528247404,-0.0036049985930518,1.274997122732114,3.3566206095493136,5.166662677584116,4.541414333771024,4.947375685198762
126.0,0.1371198822669591,0.4325505582249223,-0.0036239288482958,1.284589780869347,3.378965084285804,5.1989745350203656,4.573372025099607,4.982149858991599
127.0,0.138151865719252,0.4354949960284022,-0.0036426134654918,1.2941768192107466,3.401213696341424,5.231079218797558,4.6052467362169045,5.016832494080106
128.0,0.1391834167463157,0.4384296283181841,-0.0036610505199854,1.3037583727488709,3.4233660221770053,5.26297541507348,4.637038261096876,5.051423354023292
129.0,0.1402145462911722,0.4413544170465518,-0.0036792380999364,1.3133345747420109,3.4454216415365457,5.294661817354421,4.668746390363148,5.085922198793381
130.0,0.1412452649003903,0.4442693240141023,-0.00369717430661,1.3229055565903551,3.467380137381818,5.326137126529513,4.700370911001776,5.12032878446493
131.0,0.1422755976665286,0.447174310262131,-0.0037148572856052,1.332471555605618,3.4892414012330173,5.357400548401391,4.731911602888789,5.154642858587806
132.0,0.1433055393531692,0.4500693378011642,-0.0037322851335402,1.342032591327124,3.511004716885724,5.388450301069071,4.763368247873916,5.188864172631669
133.0,0.1443350992180462,0.4529543678511176,-0.003749455992725,1.3515887888309612,3.5326696765349084,5.41928510772909,4.794740620308575,5.222992469113678
134.0,0.1453642860565585,0.4558293613967278,-0.0037663680197412,1.3611402708377522,3.5542358753247862,5.449903699088813,4.826028489763105,5.257027485414889
135.0,0.1463931081854341,0.4586942791668136,-0.0037830193857274,1.3706871575888144,3.57570291128103,5.480304813396494,4.857231620742702,5.290968953472422
136.0,0.1474215734264155,0.4615490816135974,-0.0037994082766643,1.3802295667222046,3.5970703852423846,5.510487196470554,4.888349772404169,5.324816599472485
137.0,0.1484496890899846,0.4643937288920903,-0.003815532893659,1.3897676131488237,3.618337900791748,5.540449601727841,4.9193826982735,5.358570143544223
138.0,0.1494774619591462,0.4672281808395599,-0.0038313914532274,1.3993014089286968,3.639505064186906,5.570190790211094,4.950330145964609,5.392229299454726
139.0,0.1505048982732585,0.4700523969550745,-0.0038469821875747,1.408831063147344,3.660571484290728,5.599709530615382,4.981191856899058,5.425793774305069
140.0,0.151532003711974,0.4728663363791483,-0.0038623033448722,1.4183566817927449,3.6815367725013526,5.6290045993136015,5.011967566027071,5.459263268227667
141.0,0.1525587996152141,0.4756699571709757,-0.0038773532210338,1.4278784846210038,3.702400872572553,5.658075317413746,5.042656996971445,5.4926374682274535
142.0,0.153585274280808,0.4784632183827836,-0.0038921300645046,1.437396454210014,3.7231630708571175,5.686919939461224,5.07325987525556,5.525916065213639
143.0,0.154611431612456,0.4812460779580256,-0.003906632172986,1.4469106865102268,3.7438229859075385,5.715537264959574,5.103775914750134,5.55909873660543
144.0,0.1556372748902665,0.4840184934011456,-0.0039208578612482,1.4564212738818842,3.764380238524932,5.743926101181343,5.134204821751728,5.592185151656263
145.0,0.1566628067550289,0.4867804217577571,-0.0039348054613991,1.4659283049729492,3.784834451686831,5.772085263188566,5.164546294710877,5.62517497115852
146.0,0.1576880291925338,0.4895318195949422,-0.0039484733231519,1.4754318645970412,3.8051852504742616,5.800013573852235,5.194800023961872,5.658067847149908
147.0,0.1587129435179821,0.492272642981688,-0.0039618598140916,1.484932033611694,3.825432261998436,5.827709863870765,5.224965691454305,5.690863422621722
148.0,0.1597375503604814,0.4950028474694594,-0.0039749633199389,1.494428888796924,3.845575115326943,5.855172971787338,5.255042970486454,5.723561331228994
149.0,0.1607618496476366,0.4977223880729184,-0.0039877822448134,1.5039225027341514,3.865613441409569,5.882401744006264,5.285031525440612,5.756161197002674
150.0,0.1617858405902915,0.500431219250809,-0.0040003150114892,1.5134129436859434,3.885546873004029,5.909395034808041,5.3149310115205095,5.788662634064023
151.0,0.1628095391558697,0.5031292940509148,-0.0040125600930705,1.5229004013477283,3.905375398013253,5.936152281265253,5.344741068200322,5.821065238609286
152.0,0.1638329256125747,0.5058165665839864,-0.0040245159178,1.5323848092760524,3.925098299133135,5.962671778240965,5.3744613375599375,5.853368611534121
153.0,0.1648559969290623,0.5084929895276783,-0.0040361809659319,1.5418662220486972,3.944715214062112,5.988952403669799,5.4040914457083975,5.885572335534277
154.0,0.1658787492968852,0.5111585149288584,-0.004047553737401,1.5513446894446314,3.964225782001969,6.014993043410979,5.433631008547322,5.917675982275746
155.0,0.1669011781157544,0.5138130941853475,-0.0040586327520695,1.5608202563256912,3.983629643581229,6.040792591257758,5.463079631519649,5.9496791121210295
156.0,0.1679232779788829,0.5164566780278422,-0.0040694165499747,1.5702929625184192,4.002926440777774,6.066349948945651,5.492436909360858,5.981581273857967
157.0,0.1689450426584589,0.5190892165020401,-0.0040799036915733,1.579762842696442,4.022115816841131,6.091664026159622,5.521702425852845,6.013382004431399
158.0,0.169966465091237,0.5217106589509599,-0.004090092757985,1.5892299262633145,4.041197416214232,6.116733740539983,5.550875753580411,6.045080828677566
159.0,0.170987537364268,0.5243209539974798,-0.0040999823512322,1.5986942372359494,4.060170884454807,6.141558017687142,5.579956453690561,6.076677259061468
160.0,0.1720082507008164,0.5269200495270996,-0.0041095710944741,1.6081557941290838,4.079035868156708,6.166135791164845,5.608944075654791,6.108170795417395
161.0,0.1730286141496023,0.5295078916827634,-0.0041188576628555,1.6176147442838475,4.0977923905337565,6.190466613099688,5.637838148689924,6.139560914729891
162.0,0.1740485984891542,0.5320844277944171,-0.0041278406904746,1.6270709606035283,4.1164397242693695,6.214548821969416,5.666638206231076,6.170847100425709
163.0,0.1750681922666306,0.5346496034340313,-0.004136518865279,1.6365244443963252,4.134977518550886,6.238381375172885,5.695343761321583,6.202028812916394
164.0,0.1760873831101037,0.5372033633694873,-0.0041448908972885,1.64597519100882,4.153405423279485,6.261963238072696,5.72395431440816,6.233105498976305
165.0,0.1771061577151837,0.5397456515485217,-0.0041529555188177,1.6554231897133618,4.17172308898921,6.285293383992168,5.752469353118772,6.26407659149967
166.0,0.1781245018317577,0.5422764110829098,-0.0041607114847004,1.6648684235957665,4.189930166765296,6.308370794211252,5.780888352043727,6.294941509261012
167.0,0.1791424002508835,0.544795584232915,-0.0041681575725099,1.674310869443671,4.208026308162019,6.3311944579610655,5.809210772520258,6.325699656679313
168.0,0.18015983679185,0.5473031123919999,-0.0041752925827781,1.6837504976356397,4.226011165120175,6.353763372417207,5.837436062420637,6.356350423585903
169.0,0.1811767942894022,0.5497989360718144,-0.0041821153392112,1.6931872720309742,4.24388438988415,6.376076542691765,5.865563655943888,6.386893184996192
170.0,0.1821932545812023,0.5522829948874821,-0.0041886246888987,1.7026211498608697,4.261645634918963,6.398132981823559,5.893592973411401,6.417327300885574
171.0,0.1832092183591021,0.5547552263843427,-0.0041948195315522,1.7120522242038445,4.279294949112616,6.419932354300896,5.921523410313602,6.447652103406621
172.0,0.184224645596061,0.5572155694794407,-0.0042006987309588,1.7214802963218363,4.2968315886946185,6.441473044885509,5.949354368989952,6.47786693396289
173.0,0.1852395150629727,0.5596639610126397,-0.0042062612055859,1.7309053029008254,4.3142552062452735,6.462754090253775,5.977085226935166,6.507971106099898
174.0,0.1862538044848081,0.5621003368712394,-0.0042115058981208,1.7403271735673336,4.3315654542261735,6.483774534957143,6.004715346986543,6.537963917466936
175.0,0.1872674905289445,0.5645246319767423,-0.0042164317756678,1.7497458307833549,4.348761984894998,6.504533431405684,6.032244077139246,6.567844649613914
176.0,0.1882805487936428,0.5669367802719263,-0.004221037829947,1.7591611897417765,4.365844450219703,6.5250298398506965,6.05967075036569,6.597612567792631
177.0,0.1892929537967149,0.5693367147082375,-0.0042253230774891,1.768573158262658,4.382812501792291,6.545262828365911,6.086994684439176,6.627266920762582
178.0,0.1903046789643851,0.5717243672335057,-0.0042292865598289,1.777981636690391,4.399665790742177,6.565231472827297,6.114215181761824,6.656806940601357
179.0,0.1913156966203535,0.5740996687800015,-0.0042329273436951,1.7873865177918091,4.416403967649234,6.584934856891608,6.14133152919705,6.686231842519913
180.0,0.1923259779751285,0.5764625492528458,-0.004236244521193,1.7967876866558288,4.433026682456804,6.604372071972882,6.168342997906636,6.715540824682787
181.0,0.1933355140651744,0.5788129361716353,-0.0042392372366053,1.806185170738242,4.44953399924521,6.623542890246258,6.195248829678478,6.744733052503583
182.0,0.1943442529252796,0.5811507586775193,-0.0042419046048003,1.8155786895314283,4.465925151341363,6.642445744795506,6.222048276880639,6.77380770461056
183.0,0.1953521623620347,0.583475943527875,-0.0042442457950855,1.824968104479696,4.482199786202249,6.661079750071705,6.248740562633697,6.802763926994706
184.0,0.1963592090277733,0.5857884164099769,-0.0042462600028796,1.834353268953608,4.498357550293429,6.6794440281773015,6.275324893750835,6.831600847930699
185.0,0.1973653584109326,0.5880881019311845,-0.0042479464498826,1.843734028154349,4.514398089000102,6.697537708835828,6.301800460598659,6.860317577822601
186.0,0.1983705748265832,0.590374923609482,-0.0042493043842482,1.8531102190186712,4.530321046537584,6.715359929360804,6.328166436962766,6.888913209054723
